ID,source,question,procedure,answer
362,MINTQA-POP,"Read the following context: [""Virginia located in or next to body of water Atlantic Plain, Virginia country Loudoun County, Virginia country Republic of Ireland, Virginia instance of U.S. state, Virginia director Dustin Lance Black, Virginia language used Tutelo, Virginia instance of commonwealth, Virginia located in the administrative territorial entity Gage County, Virginia cast member Fred MacMurray, Virginia legislative body Virginia Governor's Council, Virginia legislative body House of Delegates, Virginia author Ellen Glasgow, Virginia shares border with Washington, D.C., Virginia genre operetta, Virginia publication date 1941, Virginia country United States of America, Virginia located in the administrative territorial entity St. Louis County, Virginia legislative body House of Burgesses, Virginia office held by head of government governor, Virginia replaced by West Virginia, Virginia capital Alexandria, Virginia capital Washington, D.C., Virginia located in the administrative territorial entity Bates County, Virginia publisher 505 Games, Virginia instance of State, Virginia country South Africa, Virginia located in the administrative territorial entity Queensland, Virginia significant event American Civil War, Virginia part of Hampton Roads, Virginia shares border with Delaware, Virginia cast member Madeleine Carroll, Virginia librettist Owen Davis, Virginia cast member Toby Jones, Virginia cast member Jennifer Connelly, Virginia country Ireland, Virginia located in the administrative territorial entity County Cavan, Virginia cast member Emma Roberts, Virginia composer Arthur Schwartz, Virginia located in or next to body of water Atlantic Ocean, Virginia shares border with East Tennessee, Virginia ethnic group American Indian, Virginia cast member Carrie Preston, Virginia contains Frederick County, Virginia located in the administrative territorial entity Bannock County, Virginia located in the administrative territorial entity Virginia""] Now please respond: Which country is Virginia located in?","[['Virginia', 'country', 'United States of America']]",United States of America
363,MINTQA-POP,"Read the following context: ['Kerala shares border with Puducherry, Kerala language used Tamil Nadu, Kerala shares border with Andhra Pradesh, Kerala language used Dravidian, Kerala language used Malavedan, Kerala instance of suburb, Kerala legislative body Travancore-Cochin, Kerala performer bonobo, Kerala located in the administrative territorial entity Cumberland Council, Kerala capital Thiruvananthapuram Central railway station, Kerala part of South Asia, Kerala language used Malaryan, Kerala shares border with Karnataka, Kerala part of Malayali diaspora, Kerala language used Malapandaram, Kerala located in the administrative territorial entity India, Kerala located in the administrative territorial entity Malayalanadu, Kerala record label Ninja Tune, Kerala language used Kannada, Kerala language used Malayalam script, Kerala language used Eravallan, Kerala country United States of America, Kerala country Kerala, Kerala language used Judeo-Malayalam, Kerala language used Wayanad district, Kerala instance of union territory of India, Kerala part of South India, Kerala legislative body State Assembly, Kerala located in or next to body of water Indian Ocean, Kerala located in the administrative territorial entity New South Wales, Kerala legislative body Kerala Legislative Assembly, Kerala currency Indian rupee, Kerala language used Konkani, Kerala shares border with Kerala, Kerala capital Thiruvananthapuram, Kerala country Australia, Kerala located in the administrative territorial entity Kerala, Kerala office held by head of government list of governors of Kerala, Kerala head of government Pinarayi Vijayan, Kerala shares border with Tamil Nadu, Kerala ethnic group tribe, Kerala language used Malabar, Kerala part of points of the compass, Kerala capital Kochi, Kerala part of Indian subcontinent, Kerala located in or next to body of water Laccadive Sea, Kerala language used Meitei, Kerala located in or next to body of water Arabian Sea, Kerala language used Tamil, Kerala legislative body 10, Kerala country India, Kerala language used Malayalam'] Now please respond: In which country is Kerala located?","[['Kerala', 'country', 'India']]",India
364,MINTQA-POP,"Read the following context: ['Geelong located in the administrative territorial entity Geelong, Geelong country Australia'] Now please respond: Which country is Geelong located in?","[['Geelong', 'country', 'Australia']]",Australia
365,MINTQA-POP,"Read the following context: ['Haut-Rhin instance of France, Haut-Rhin located in the administrative territorial entity Grand Est, Haut-Rhin instance of geographic region, Haut-Rhin shares border with Vosges Mountains, Haut-Rhin instance of Department, Haut-Rhin country French, Haut-Rhin country French of France, Haut-Rhin country France, Haut-Rhin capital Colmar, Haut-Rhin instance of department of France, Haut-Rhin shares border with Jura, Haut-Rhin shares border with Neuenburg, Haut-Rhin named after Rhine, Haut-Rhin located in the administrative territorial entity Alsace'] Now please respond: In which country is Haut-Rhin located?","[['Haut-Rhin', 'country', 'France']]",France
366,MINTQA-POP,"Read the following context: ['Alsace language used Alsatian, Alsace instance of European Economic Community, Alsace instance of region of France, Alsace shares border with Franche-Comté, Alsace country France, Alsace director Henri Pouctal, Alsace instance of geographic region, Alsace located in the administrative territorial entity Germany, Alsace office held by head of government President, Alsace shares border with Moselle, Alsace capital Strasbourg, Alsace language used Alsatian, Alsace instance of administrative territorial entity, Alsace located in the administrative territorial entity Central Highlands Region, Alsace contains Bas-Rhin, Alsace located in the administrative territorial entity France, Alsace located in the administrative territorial entity Queensland, Alsace country German, Alsace publication date 1916, Alsace located in or next to body of water Rhine, Alsace instance of department of France, Alsace located in the administrative territorial entity Grand Est, Alsace located in the administrative territorial entity Los Angeles County, Alsace shares border with Lorraine, Alsace country commune of France, Alsace shares border with Baden-Württemberg, Alsace language used Lorraine Franconian, Alsace country French, Alsace country Germany, Alsace country French of France, Alsace country American'] Now please respond: Which country is Alsace located in?","[['Alsace', 'country', 'France']]",France
367,MINTQA-POP,"Read the following context: ['Toronto Maple Leafs sport National Hockey League, Toronto Maple Leafs part of Eastern Division, Toronto Maple Leafs league National Hockey League, Toronto Maple Leafs home venue Maple Leaf Gardens, Toronto Maple Leafs league National league, Toronto Maple Leafs headquarters location Toronto, Toronto Maple Leafs home venue Scotiabank Arena, Toronto Maple Leafs part of Central Division, Toronto Maple Leafs part of Eastern Conference, Toronto Maple Leafs sport National, Toronto Maple Leafs sport ice hockey, Toronto Maple Leafs inception 1919, Toronto Maple Leafs part of Atlantic Division'] Now please respond: In which league do the Toronto Maple Leafs play?","[['Toronto Maple Leafs', 'league', 'National Hockey League']]",National Hockey League
368,MINTQA-POP,"Read the following context: ['St. Louis Blues genre blues, St. Louis Blues league St. Louis Blues, St. Louis Blues cast member Ella Fitzgerald, St. Louis Blues cast member Dorothy Lamour, St. Louis Blues cast member Mahalia Jackson, St. Louis Blues director Dudley Murphy, St. Louis Blues cast member Barney Bigard, St. Louis Blues publication date 1929, St. Louis Blues performer Nat King Cole, St. Louis Blues sport hockey, St. Louis Blues cast member Pearl Bailey, St. Louis Blues cast member Eartha Kitt, St. Louis Blues part of Western Division, St. Louis Blues cast member Lloyd Nolan, St. Louis Blues cast member Cab Calloway, St. Louis Blues sport National, St. Louis Blues cast member Nat King Cole, St. Louis Blues genre musical film, St. Louis Blues cast member Bessie Smith, St. Louis Blues sport ice hockey, St. Louis Blues inception 1967, St. Louis Blues publication date 1939, St. Louis Blues cast member Jerome Cowan, St. Louis Blues sport National Hockey League, St. Louis Blues director Raoul Walsh, St. Louis Blues cast member Mary Parker, St. Louis Blues league National Hockey League, St. Louis Blues cast member Ruby Dee, St. Louis Blues publication date 1958, St. Louis Blues cast member Tito Guízar'] Now please respond: In which league do the St. Louis Blues play?","[['St. Louis Blues', 'league', 'National Hockey League']]",National Hockey League
369,MINTQA-POP,"Read the following context: ['Kentucky shares border with Ohio County, Kentucky shares border with Mississippi, Kentucky shares border with Arkansas, Kentucky head of government Matt Bevin, Kentucky legislative body Kentucky House of Representatives, Kentucky shares border with Nebraska, Kentucky ethnic group African Americans, Kentucky head of government Mike Parson, Kentucky country U-S-A!, Kentucky sport American football, Kentucky nominated for Academy Award for Best Supporting Actor, Kentucky located in or next to body of water Kentucky River, Kentucky member of Southeastern Conference, Kentucky legislative body Kentucky General Assembly, Kentucky legislative body legislature of a constituent state, Kentucky located in or next to body of water Mississippi River, Kentucky country American ethnicity, Kentucky located in the administrative territorial entity New South Wales, Kentucky office held by head of government Lieutenant Governor of Kentucky, Kentucky located in the administrative territorial entity New York, New York, Kentucky capital Lexington, Kentucky located in or next to body of water Cumberland River, Kentucky capital Frankfort, Kentucky located in the administrative territorial entity United States of America, Kentucky located in or next to body of water Tennessee River, Kentucky shares border with Indiana, Kentucky sport college football, Kentucky shares border with Georgia, Kentucky performer Panopticon, Kentucky shares border with Alabama, Kentucky located in or next to body of water Ohio, Kentucky part of Cuisine of the Southern United States, Kentucky located in the administrative territorial entity Uralla Shire, Kentucky located in the administrative territorial entity Confederacy, Kentucky legislative body member of congress, Kentucky located in the administrative territorial entity American, Kentucky animal breed Thoroughbred, Kentucky office held by head of government Governor of Kentucky, Kentucky instance of U.S. state, Kentucky genre black metal, Kentucky shares border with Ohio, Kentucky shares border with Illinois, Kentucky located in or next to body of water Ohio River, Kentucky instance of commonwealth, Kentucky country United States of America, Kentucky shares border with North Carolina, Kentucky shares border with Tennessee, Kentucky office held by head of government governor, Kentucky instance of State, Kentucky capital Louisville, Kentucky head of government Andy Beshear, Kentucky record label Mascot Records, Kentucky located in or next to body of water Kentucky, Kentucky shares border with West Virginia, Kentucky country American, Kentucky shares border with Virginia, Kentucky shares border with Missouri, Kentucky inception 1792'] Now please respond: Which country is the state of Kentucky located in?","[['Kentucky', 'country', 'United States of America']]",United States of America
370,MINTQA-POP,"Read the following context: ['Legislative Assembly of Queensland applies to jurisdiction Queensland, Legislative Assembly of Queensland country Australia, Legislative Assembly of Queensland inception 1860'] Now please respond: Which country is home to the Legislative Assembly of Queensland?","[['Legislative Assembly of Queensland', 'country', 'Australia']]",Australia
371,MINTQA-POP,"Read the following context: [""Val-d'Oise shares border with Seine-et-Marne, Val-d'Oise instance of department, Val-d'Oise located in the administrative territorial entity ?le-de-France, Val-d'Oise instance of department of France, Val-d'Oise country French, Val-d'Oise capital Cergy-Pontoise, Val-d'Oise instance of France, Val-d'Oise country France, Val-d'Oise instance of Department""] Now please respond: In which country is Val-d'Oise located?","[[""Val-d'Oise"", 'country', 'France']]",France
372,MINTQA-POP,"Read the following context: ['lineman sport North Carolina Tar Heels football, lineman sport gridiron football, lineman sport American football, lineman sport BYU Cougars football, lineman sport Texas Longhorns football, lineman sport Kentucky Wildcats football, lineman sport Utah Utes football, lineman part of Line of scrimmage, lineman sport Chicago Bears, lineman sport USC Trojans football, lineman sport Michigan Wolverines football, lineman sport Notre Dame Fighting Irish football, lineman sport Arkansas Razorbacks football, lineman sport Indoor football, lineman part of lineman, lineman sport Boston College Eagles football, lineman sport Penn State Nittany Lions football, lineman sport football codes, lineman sport Syracuse Orange football, lineman sport Miami Hurricanes football'] Now please respond: In which sport does the position of lineman exist?","[['lineman', 'sport', 'American football']]",American football
373,MINTQA-POP,"Read the following context: [""Dallas Mavericks country United States of America, Dallas Mavericks sport UNLV Runnin' Rebels basketball, Dallas Mavericks sport basketball, Dallas Mavericks inception 1980, Dallas Mavericks owned by Mark Cuban, Dallas Mavericks sport National Basketball Association, Dallas Mavericks sport Duke Blue Devils men's basketball, Dallas Mavericks headquarters location Dallas, Dallas Mavericks league National Basketball Association, Dallas Mavericks home venue American Airlines Center, Dallas Mavericks sport Boston College Eagles men's basketball, Dallas Mavericks part of Southwest Division, Dallas Mavericks sport Kentucky Wildcats, Dallas Mavericks inception 2011""] Now please respond: In which league do the Dallas Mavericks compete?","[['Dallas Mavericks', 'league', 'National Basketball Association']]",National Basketball Association
374,MINTQA-POP,"Read the following context: [""Melbourne Football Club league Australian Football League, Melbourne Football Club sport Australian rules football, Melbourne Football Club home venue Melbourne Cricket Ground, Melbourne Football Club league Victorian Football League, Melbourne Football Club owner of Melbourne Cricket Club, Melbourne Football Club league AFL Women's, Melbourne Football Club participant in 1900 VFL Grand Final, Melbourne Football Club league AFL, Melbourne Football Club sport grand final, Melbourne Football Club country Australia""] Now please respond: What sport is played by the Melbourne Football Club?","[['Melbourne Football Club', 'sport', 'Australian rules football']]",Australian rules football
375,MINTQA-POP,"Read the following context: ['Pas-de-Calais shares border with Somme, Pas-de-Calais located in the administrative territorial entity Nord-Pas-de-Calais, Pas-de-Calais instance of Department, Pas-de-Calais country French, Pas-de-Calais country French of France, Pas-de-Calais country France, Pas-de-Calais instance of department of France, Pas-de-Calais located in the administrative territorial entity Hauts-de-France, Pas-de-Calais located in the administrative territorial entity France, Pas-de-Calais shares border with Nord, Pas-de-Calais capital Arras'] Now please respond: Which country is Pas-de-Calais located in?","[['Pas-de-Calais', 'country', 'France']]",France
376,MINTQA-POP,"Read the following context: ['Toronto Argonauts sport American football, Toronto Argonauts home venue Exhibition Stadium, Toronto Argonauts headquarters location Toronto, Toronto Argonauts inception 1873, Toronto Argonauts participant in Grey Cup, Toronto Argonauts located in the administrative territorial entity Ontario, Toronto Argonauts home venue BMO Field, Toronto Argonauts sport Canadian Football League, Toronto Argonauts league Canadian Football League, Toronto Argonauts sport Canadian football, Toronto Argonauts award received Canadian Football Hall of Fame, Toronto Argonauts part of Eastern Division'] Now please respond: In which league do the Toronto Argonauts compete?","[['Toronto Argonauts', 'league', 'Canadian Football League']]",Canadian Football League
377,MINTQA-POP,"Read the following context: ['Hawaii part of Hawaiian Islands, Hawaii country United States of America, Hawaii part of Ancient Hawaii, Hawaii located in or next to body of water Pacific Ocean, Hawaii located in the administrative territorial entity Hawaii'] Now please respond: Which country does Hawaii belong to?","[['Hawaii', 'country', 'United States of America']]",United States of America
378,MINTQA-POP,"Read the following context: ['linebacker sport Boise State Broncos football, linebacker member of National Football League, linebacker sport UCLA Bruins football, linebacker sport TCU Horned Frogs football, linebacker sport Missouri Tigers football, linebacker sport Boston College Eagles football, linebacker sport Auburn Tigers football, linebacker sport Wisconsin Badgers football, linebacker sport Alabama Crimson Tide football, linebacker sport Arizona Wildcats football, linebacker sport Florida Gators football, linebacker sport American ethnicity, linebacker sport Ole Miss Rebels football, linebacker sport Penn State Nittany Lions football, linebacker sport North Alabama Lions football, linebacker sport Louisiana Tech Bulldogs football, linebacker sport football codes, linebacker sport Syracuse Orange football, linebacker sport Tennessee Volunteers football, linebacker part of American football position, linebacker sport North Carolina Tar Heels football, linebacker sport Oregon Ducks football, linebacker sport gridiron football, linebacker sport Florida State Seminoles football, linebacker sport Canadian football, linebacker sport Mississippi State Bulldogs football, linebacker sport American football, linebacker sport South Dakota State Jackrabbits football, linebacker sport Clemson Tigers football, linebacker sport BYU Cougars football, linebacker sport Virginia Tech Hokies football, linebacker sport Oklahoma Sooners football, linebacker sport California Golden Bears football, linebacker sport Michigan State Spartans football, linebacker sport Western Michigan Broncos football, linebacker sport National Football League, linebacker sport Chicago Bears, linebacker sport USC Trojans football, linebacker sport American, linebacker sport Arizona State Sun Devils football, linebacker sport Iowa Hawkeyes football, linebacker sport Georgia Tech Yellow Jackets football, linebacker sport Michigan Wolverines football, linebacker sport Vanderbilt Commodores football, linebacker sport Nebraska Cornhuskers football, linebacker sport Washington Huskies football, linebacker sport Ohio State Buckeyes football, linebacker sport Notre Dame Fighting Irish football, linebacker sport Arkansas Razorbacks football'] Now please respond: Which sport does the position of linebacker belong to?","[['linebacker', 'sport', 'American football']]",American football
379,MINTQA-POP,"Read the following context: ['Fort Worth territory overlaps Dallas–Fort Worth–Arlington urban area, Fort Worth located in the administrative territorial entity Texas, Fort Worth located in or next to body of water Lake Worth, Fort Worth director Edwin L. Marin, Fort Worth located in the administrative territorial entity Tarrant County, Fort Worth publication date 1951, Fort Worth owner of Texas Motor Speedway, Fort Worth country American ethnicity, Fort Worth owner of Fort Worth Convention Center, Fort Worth inception 1849, Fort Worth located in the administrative territorial entity Johnson, Fort Worth cast member Randolph Scott, Fort Worth shares border with Hurst, Fort Worth part of Metroplex, Fort Worth country United States of America, Fort Worth located in the administrative territorial entity Washington, D.C.'] Now please respond: In which country is Fort Worth located?","[['Fort Worth', 'country', 'United States of America']]",United States of America
380,MINTQA-POP,"Read the following context: ['Aude capital Carcassonne, Aude sibling Oliver, Aude located in the administrative territorial entity Saue Rural Municipality, Aude country France, Aude mouth of the watercourse Mediterranean Sea, Aude instance of Department, Aude shares border with Ariège, Aude present in work The Song of Roland, Aude spouse Roland, Aude shares border with Pyrénées-Orientales, Aude located in the administrative territorial entity Occitania, Aude named after Aude, Aude shares border with Hérault, Aude instance of department, Aude instance of department of France, Aude located in the administrative territorial entity Occitanie'] Now please respond: In which country is Aude located?","[['Aude', 'country', 'France']]",France
381,MINTQA-POP,"Read the following context: ['lucha libre author Jerry Frissen, lucha libre subclass of list of professional wrestling promotions, lucha libre sport wrestling, lucha libre country of origin United States of America, lucha libre sport professional wrestling, lucha libre instance of list of professional wrestling promotions, lucha libre country Mexican, lucha libre country Mexico, lucha libre country professional wrestling'] Now please respond: What type of sport is lucha libre?","[['lucha libre', 'sport', 'professional wrestling']]",professional wrestling
382,MINTQA-POP,"Read the following context: ['Krishna district capital Ghantasala, Krishna district country India, Krishna district capital Challapalle, Krishna district contains Machilipatnam, Krishna district shares border with Eluru district, Krishna district shares border with Telangana, Krishna district capital Machilipatnam, Krishna district located in the administrative territorial entity Andhra Pradesh, Krishna district shares border with AND, Krishna district shares border with West Godavari district'] Now please respond: In which country is Krishna district located?","[['Krishna district', 'country', 'India']]",India
383,MINTQA-POP,"Read the following context: ['Tiruvallur district located in the administrative territorial entity Tamil Nadu, Tiruvallur district located in the administrative territorial entity Chittoor district, Tiruvallur district country India, Tiruvallur district located in the administrative territorial entity India'] Now please respond: Which country is Tiruvallur district located in?","[['Tiruvallur district', 'country', 'India']]",India
384,MINTQA-POP,"Read the following context: ['Tarn-et-Garonne located in the administrative territorial entity Occitania, Tarn-et-Garonne located in the administrative territorial entity Midi-Pyrénées, Tarn-et-Garonne located in the administrative territorial entity Occitanie, Tarn-et-Garonne instance of Department, Tarn-et-Garonne country France, Tarn-et-Garonne instance of department, Tarn-et-Garonne instance of department of France, Tarn-et-Garonne named after Garonne, Tarn-et-Garonne shares border with Lot-et-Garonne'] Now please respond: What country is Tarn-et-Garonne located in?","[['Tarn-et-Garonne', 'country', 'France']]",France
385,MINTQA-POP,"Read the following context: [""Washington Wizards owned by Monumental Sports & Entertainment, Washington Wizards sport National, Washington Wizards home venue Verizon Center, Washington Wizards sport basketball, Washington Wizards sport National Basketball Association, Washington Wizards part of Sandinista!, Washington Wizards sport Virginia Cavaliers men's basketball, Washington Wizards home venue Capital One Arena, Washington Wizards performer The Clash, Washington Wizards headquarters location Washington, D.C., Washington Wizards part of Eastern Conference, Washington Wizards owned by Ted Leonsis, Washington Wizards sport Wisconsin Badgers men's basketball, Washington Wizards member of National Basketball Association, Washington Wizards inception 1961, Washington Wizards sport Baylor Bears men's basketball, Washington Wizards league National Basketball Association""] Now please respond: In which league do the Washington Wizards play?","[['Washington Wizards', 'league', 'National Basketball Association']]",National Basketball Association
386,MINTQA-POP,"Read the following context: ['Haute-Sa?ne country France, Haute-Sa?ne named after Sa?ne, Haute-Sa?ne instance of Department, Haute-Sa?ne capital Vesoul, Haute-Sa?ne instance of department, Haute-Sa?ne instance of department of France, Haute-Sa?ne located in the administrative territorial entity Bourgogne-Franche-Comté, Haute-Sa?ne country French of France, Haute-Sa?ne instance of river'] Now please respond: Which country is Haute-Sa?ne located in?","[['Haute-Sa?ne', 'country', 'France']]",France
387,MINTQA-POP,"Read the following context: ['Brisbane Bears league Australian Football League, Brisbane Bears located in the administrative territorial entity Queensland, Brisbane Bears sport Australian rules football, Brisbane Bears league Victorian Football League, Brisbane Bears league AFL'] Now please respond: In which league do the Brisbane Bears compete?","[['Brisbane Bears', 'league', 'Australian Football League']]",Australian Football League
388,MINTQA-POP,"Read the following context: ['Montana sport football player, Montana shares border with Alberta, Montana instance of television film, Montana shares border with United States of America, Montana located in the administrative territorial entity Marion County, Montana cast member Justin Deas, Montana performer Chris Whitley, Montana located in the administrative territorial entity Buffalo County, Montana located in the administrative territorial entity United States of America, Montana genre Western, Montana shares border with Manitoba, Montana shares border with Pleven Province, Montana language used Kutenai, Montana shares border with Vratsa, Montana part of Western United States, Montana legislative body Montana Legislature, Montana shares border with New Mexico, Montana located in the administrative territorial entity Escuintla, Montana cast member Elizabeth Berridge, Montana capital Helena, Montana instance of U.S. state, Montana located in the administrative territorial entity Marion County, Montana record label Bad Boy, Montana located in the administrative territorial entity American, Montana shares border with South Dakota, Montana genre drama film, Montana language used Salishan, Montana part of Living with the Law, Montana shares border with Idaho, Montana performer French Montana, Montana office held by head of government list of governors of Montana, Montana cast member Errol Flynn, Montana cast member Gena Rowlands, Montana country United States of America, Montana shares border with Canada, Montana country Canadian Americans, Montana shares border with British Columbia'] Now please respond: Which country is Montana located in?","[['Montana', 'country', 'United States of America']]",United States of America
389,MINTQA-POP,"Read the following context: ['Telangana shares border with Maharashtra, Telangana instance of State, Telangana part of South India, Telangana office held by head of government list of Chief Ministers of Telangana, Telangana legislative body legislative assembly, Telangana language used Telugu, Telangana shares border with N, Telangana shares border with Combined Andhra Pradesh, Telangana inception 2014, Telangana contains Prakasam, Telangana capital Khammam, Telangana capital Hyderabad, Telangana country India, Telangana capital Secunderabad, Telangana shares border with Coastal Andhra, Telangana legislative body Telangana Legislative Assembly, Telangana language used Telugu, Telangana located in the administrative territorial entity Telangana, Telangana shares border with Andhra Pradesh, Telangana shares border with Andhra State, Telangana replaces Andhra Pradesh, Telangana language used Telangana Baasha, Telangana shares border with Rayalaseema, Telangana located in the administrative territorial entity Andhra Pradesh, Telangana shares border with Chhattisgarh, Telangana head of government Revanth Reddy, Telangana shares border with Karnataka, Telangana capital Bengaluru, Telangana head of government K. Chandrashekar Rao, Telangana located in the administrative territorial entity India, Telangana language used Kannada, Telangana language used Kolava'] Now please respond: Which country is Telangana a part of?","[['Telangana', 'country', 'India']]",India
390,MINTQA-POP,"Read the following context: ['Illinois sport volleyball, Illinois language used English, Illinois shares border with Oklahoma, Illinois capital Chicago, Illinois point in time 1914, Illinois instance of fireboat, Illinois instance of U.S. state, Illinois located in or next to body of water Lake Michigan, Illinois shares border with Ohio, Illinois located in or next to body of water Ohio River, Illinois part of Midwestern United States, Illinois country United States of America, Illinois country Mississippi River, Illinois located in the administrative territorial entity Illinois, Illinois shares border with Tennessee, Illinois language used English language in England, Illinois office held by head of government governor, Illinois instance of State, Illinois located in the administrative territorial entity Union, Illinois country American, Illinois shares border with St. Louis, Illinois located in or next to body of water Mississippi, Illinois located in or next to body of water Chicago River, Illinois shares border with Madison, Illinois located in or next to body of water Little Wabash River, Illinois continent North America, Illinois shares border with Missouri, Illinois shares border with Iowa, Illinois contains Richland, Illinois inception 1818, Illinois shares border with Kentucky, Illinois located in or next to body of water Illinois River, Illinois shares border with Arkansas, Illinois publication date 2005, Illinois located in or next to body of water Great Lakes, Illinois located in or next to body of water Des Plaines River, Illinois capital Springfield, Illinois contains Woodford, Illinois performer Sufjan Stevens, Illinois mouth of the watercourse Mississippi, Illinois located in the administrative territorial entity American ethnicity, Illinois shares border with Nebraska, Illinois legislative body Illinois General Assembly, Illinois shares border with Wisconsin, Illinois located in or next to body of water Missouri River, Illinois shares border with Minnesota, Illinois country U-S-A!, Illinois located in or next to body of water Gulf of Mexico, Illinois located in or next to body of water Wabash River, Illinois shares border with Kansas, Illinois legislative body general assembly, Illinois legislative body legislature of a constituent state, Illinois located in or next to body of water Mississippi River, Illinois shares border with Michigan, Illinois country American ethnicity, Illinois point in time 1951, Illinois performer Brett Eldredge, Illinois location of formation Bucks County, Illinois located in or next to body of water Wabash, Illinois point in time 1919'] Now please respond: Which country is Illinois a part of?","[['Illinois', 'country', 'United States of America']]",United States of America
391,MINTQA-POP,"Read the following context: ['Yvelines shares border with Essonne, Yvelines contains Roman Catholic Diocese of Versailles, Yvelines located in the administrative territorial entity ?le-de-France, Yvelines instance of department of France, Yvelines country French, Yvelines country France, Yvelines instance of Department, Yvelines instance of Yvelines, Yvelines capital Palace of Versailles'] Now please respond: In which country is Yvelines located?","[['Yvelines', 'country', 'France']]",France
392,MINTQA-POP,"Read the following context: ['Manche replaced by Percy-en-Normandie, Manche capital Saint-L?, Manche country French, Manche country French of France, Manche shares border with Ille-et-Vilaine, Manche country France, Manche located in the administrative territorial entity Lower Normandy, Manche instance of Department, Manche located in the administrative territorial entity Normandy, Manche shares border with Bailiwick of Guernsey, Manche shares border with Calvados, Manche shares border with Orne, Manche shares border with Jersey, Manche replaced by Gonneville-Le Theil, Manche shares border with Mayenne, Manche instance of department of France'] Now please respond: In which country is Manche located?","[['Manche', 'country', 'France']]",France
393,MINTQA-POP,"Read the following context: ['Ottawa Rough Riders inception 1876, Ottawa Rough Riders sport Canadian Football League, Ottawa Rough Riders headquarters location Ottawa, Ottawa Rough Riders sport football codes, Ottawa Rough Riders sport Canadians, Ottawa Rough Riders sport Canadian football, Ottawa Rough Riders sport American football, Ottawa Rough Riders league Canadian Football League'] Now please respond: In which league did the Ottawa Rough Riders play?","[['Ottawa Rough Riders', 'league', 'Canadian Football League']]",Canadian Football League
394,MINTQA-POP,"Read the following context: ['Montreal Alouettes sport Canadian Football League, Montreal Alouettes part of Eastern Division, Montreal Alouettes league Canadian Football League, Montreal Alouettes point in time 1967, Montreal Alouettes league Canadian Football League East Division, Montreal Alouettes sport Canadian football, Montreal Alouettes location Montreal, Montreal Alouettes home venue Percival Molson Memorial Stadium, Montreal Alouettes sport Ohio State Buckeyes football'] Now please respond: In which league do the Montreal Alouettes play?","[['Montreal Alouettes', 'league', 'Canadian Football League']]",Canadian Football League
395,MINTQA-POP,"Read the following context: [""Chicago Bulls part of Eastern Conference, Chicago Bulls inception 1926, Chicago Bulls league NBA G League, Chicago Bulls instance of arena, Chicago Bulls league National Basketball League, Chicago Bulls home venue United Center, Chicago Bulls sport basketball, Chicago Bulls sport National Basketball Association, Chicago Bulls sport American football, Chicago Bulls league National Basketball Association, Chicago Bulls inception 1966, Chicago Bulls headquarters location Chicago, Chicago Bulls sport West Virginia Mountaineers men's basketball""] Now please respond: In which league do the Chicago Bulls play?","[['Chicago Bulls', 'league', 'National Basketball Association']]",National Basketball Association
396,MINTQA-POP,"Read the following context: ['West Virginia country American ethnicity, West Virginia legislative body West Virginia House of Delegates, West Virginia shares border with North Carolina, West Virginia shares border with Tennessee, West Virginia shares border with Maryland, West Virginia office held by head of government president of the senate, West Virginia instance of free software, West Virginia shares border with Virginia, West Virginia replaces Virginia, West Virginia shares border with New Jersey, West Virginia shares border with Pennsylvania, West Virginia shares border with Kentucky, West Virginia instance of U.S. state, West Virginia legislative body West Virginia Legislature, West Virginia inception 1965, West Virginia located in or next to body of water Ohio River, West Virginia contains Mercer, West Virginia country United States of America, West Virginia office held by head of government governor, West Virginia located in the administrative territorial entity Mountain Iron, West Virginia instance of State, West Virginia legislative body general assembly, West Virginia office held by head of government list of governors of West Virginia, West Virginia contains Jefferson County, West Virginia capital Charleston, West Virginia inception 1863, West Virginia located in the administrative territorial entity United States of America, West Virginia head of government Jim Justice, West Virginia shares border with Indiana, West Virginia applies to jurisdiction West Virginia, West Virginia ethnic group African Americans, West Virginia shares border with Meigs County, West Virginia country U-S-A!, West Virginia capital Huntington, West Virginia legislative body Virginia General Assembly, West Virginia office held by head of government President of the United States, West Virginia language used Tutelo people, West Virginia shares border with Ohio, West Virginia capital Charleston'] Now please respond: Which country is West Virginia located in?","[['West Virginia', 'country', 'United States of America']]",United States of America
397,MINTQA-POP,"Read the following context: ['Pernambuco part of points of the compass, Pernambuco country Brazil, Pernambuco instance of federative unit of Brazil, Pernambuco capital Recife, Pernambuco instance of State of Brazil, Pernambuco head of government Eduardo Campos, Pernambuco part of Northeast Region, Pernambuco contains Fernando de Noronha, Pernambuco shares border with Piauí, Pernambuco shares border with Ceará, Pernambuco shares border with Paraíba, Pernambuco instance of State, Pernambuco mouth of the watercourse Atlantic Ocean, Pernambuco shares border with Rio Grande do Norte, Pernambuco part of Northeast Region'] Now please respond: What is the capital of Pernambuco?","[['Pernambuco', 'capital', 'Recife']]",Recife
